Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Personas humanas Responsables Inscriptos;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas en relación de dependencia;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Personas humanas en relación de dependencia;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Empleados públicos;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Clientes que acrediten sueldos en la entidad;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Empleados públicos;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Monotributistas;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas en relación de dependencia;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Monotributistas;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Responsables Inscriptos;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Clientes con cuenta en la entidad;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Empleados públicos;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas en relación de dependencia;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas en relación de dependencia;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Empleados públicos;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Empleados públicos;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Clientes con cuenta en la entidad;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Clientes que acrediten sueldos en la entidad;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Responsables Inscriptos;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Responsables Inscriptos;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Clientes que acrediten sueldos en la entidad;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Monotributistas;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;COMPRA INMUEBLE;COMPRA INMUEBLE;UVA;2000000;1;60;10500;12;70;35,00;Personas humanas Monotributistas;5,00;11,52;Fija;14,09;227,88;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Clientes con cuenta en la entidad;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2019-01-22;LINEA GENERAL;LINEA GENERAL;Pesos;300000;1;36;10500;12;70;35,00;Personas humanas Monotributistas;5,00;117,02;Fija;153,81;849,61;Provincia de Córdoba;
247;BANCO ROELA S.A.;2019-01-22;CREDITO SIMPLE - CLIENTES;CREDITO SIMPLE - CLIENTES;Pesos;300000;1;36;10500;12;70;35,00;Clientes que acrediten sueldos en la entidad;5,00;117,02;Fija;153,81;849,61;Ciudad Autónoma de Buenos Aires;
259;BANCO ITAU ARGENTINA S.A.;2019-11-12;CAMPAÑAS-CLIENTES ALTOS INGR.;PRESTAMO PERSONAL  CG;Pesos;500000;1000;72;16000;12;82;30,00;Personas humanas en relación de dependencia;2,00;123,30;Fija;162,48;838,72;Ciudad Autónoma de Buenos Aires;
259;BANCO ITAU ARGENTINA S.A.;2019-11-12;A PEDIDO PERSONAL BANK PREMIUM;PRESTAMO PERSONAL PB;Pesos;900000;1000;60;16000;12;82;30,00;Personas humanas en relación de dependencia;2,00;117,02;Fija;153,81;810,34;Ciudad Autónoma de Buenos Aires;
259;BANCO ITAU ARGENTINA S.A.;2019-11-12;P.SUELDOS ALTOS ING.;PRESTAMO PERSONAL PSI;Pesos;500000;1000;60;16000;12;82;30,00;Personas humanas en relación de dependencia;2,00;109,01;Fija;142,66;772,75;Ciudad Autónoma de Buenos Aires;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PRECALIFICADOS POR CANALES ELECTRONICOS CABA;PERSONAL;Pesos;40000;10000;24;20000;2;74;30,00;Clientes que acrediten sueldos en la entidad;1,82;71,25;Fija;91,16;786,22;Ciudad Autónoma de Buenos Aires;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PRECALIFICADOS POR CANALES ELECTRONICOS SANTA CRUZ;PERSONAL;Pesos;40000;10000;24;20000;2;74;30,00;Clientes que acrediten sueldos en la entidad;1,82;71,25;Fija;91,16;786,22;Provincia de Santa Cruz;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA SANTA CRUZ;PERSONAL;Pesos;1200000;1000;60;20000;12;74;30,00;Clientes que acrediten sueldos en la entidad;1,82;71,25;Variable;91,16;581,25;Provincia de Santa Cruz;CON ACREDITACION DE HABERES
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;MEJORAS Y REFACCIONES HABITACIONALES;PERSONAL;Pesos;800000;10000;60;4000;12;74;30,00;Clientes que acrediten sueldos en la entidad;1,50;49,67;Fija;49,67;390,43;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA TDF;PERSONAL;Pesos;450000;1000;48;20000;12;74;30,00;Clientes con cuenta en la entidad;1,50;83,58;Variable;83,58;563,24;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;SIN ACREDITACION DE HABERES
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA TDF;PERSONAL;Pesos;1200000;1000;60;20000;0;74;30,00;Clientes que acrediten sueldos en la entidad;1,50;71,25;Variable;71,25;486,32;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;CON ACREDITACION DE HABERES
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA SANTA CRUZ;PERSONAL;Pesos;450000;1000;48;20000;12;74;30,00;Clientes con cuenta en la entidad;1,82;83,58;Variable;107,77;670,76;Provincia de Santa Cruz;SIN ACREDITACION DE HABERES
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PRECALIFICADOS POR CANALES ELECTRONICOS TDF;PERSONAL;Pesos;40000;10000;24;20000;2;74;30,00;Clientes que acrediten sueldos en la entidad;1,50;71,25;Fija;71,25;691,29;Provincia de Tierra del Fuego Antártida e Islas del Atlántico Sur;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA CABA;PERSONAL;Pesos;1200000;1000;60;20000;12;74;30,00;Clientes que acrediten sueldos en la entidad;1,82;71,25;Variable;91,16;581,25;Ciudad Autónoma de Buenos Aires;CON ACREDITACION DE HABERES
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2019-09-27;PERSONAL SOLA FIRMA CABA;PERSONAL;Pesos;450000;1000;48;20000;12;74;30,00;Clientes con cuenta en la entidad;1,82;83,58;Variable;107,77;670,76;Ciudad Autónoma de Buenos Aires;SIN ACREDITACION DE HABERES
269;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;2019-12-02;PRESTAMOS PERSONALES A JUBILADOS;PRESTAMOS A JUBILADOS;Pesos;30000;1000;12;0;24;75;30,00;Clientes con cuenta en la entidad;,00;121,12;Fija;121,12;1407,00;Ciudad Autónoma de Buenos Aires; 
277;BANCO SAENZ S.A.;2019-12-06;PRESTAMO PERSONAL PARA CONSUMO;PRESTAMOS DE CONSUMO;Pesos;85000;500;36;14000;12;80;50,00;Personas humanas en relación de dependencia;,00;289,59;Fija;289,59;2926,20;Todo el territorio nacional;
285;BANCO MACRO S.A.;2019-08-30;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;1500000;5000;72;4000;1;65;50,00;Todos los beneficiarios;3,00;131,62;Fija;174,30;881,98;Todo el territorio nacional;
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMO COMAFI CLASICO;PRESTAMO COMAFI CLASICO;Pesos;800000;1500;60;10000;6;100;35,00;Empleados públicos;2,00;125,30;Fija;180,63;848,20;Todo el territorio nacional;EXISTEN BONIFICACIONES POR TIPO DE SERVICIO DE CUENTAS
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMO COMAFI CLASICO;PRESTAMO COMAFI CLASICO;Pesos;800000;1500;60;10000;6;100;35,00;Personas humanas en relación de dependencia;2,00;125,30;Fija;180,63;848,20;Todo el territorio nacional;EXISTEN BONIFICACIONES POR TIPO DE SERVICIO DE CUENTAS
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMOS PERSONALES PARA CLIENTES EXISTENTES SIN PAQUETES;PRESTAMOS PERSONALES PARA;Pesos;400000;4000;60;4000;6;100;30,00;Empleados públicos;5,00;200,07;Fija;273,41;1147,91;Todo el territorio nacional;EXISTEN TASAS PREFERENCIALES SEGUN EL PERFIL CREDITICIO
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMO COMAFI CLASICO;PRESTAMO COMAFI CLASICO;Pesos;800000;1500;60;10000;18;100;35,00;Personas humanas Responsables Inscriptos;2,00;125,30;Fija;180,63;848,20;Todo el territorio nacional;EXISTEN BONIFICACIONES POR TIPO DE SERVICIO DE CUENTAS
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMOS PERSONALES PARA CLIENTES EXISTENTES SIN PAQUETES;PRESTAMOS PERSONALES PARA;Pesos;400000;4000;60;4000;6;100;30,00;Personas humanas en relación de dependencia;5,00;200,07;Fija;273,41;1147,91;Todo el territorio nacional;EXISTEN TASAS PREFERENCIALES SEGUN EL PERFIL CREDITICIO
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMO COMAFI CLASICO;PRESTAMO COMAFI CLASICO;Pesos;800000;1500;60;10000;18;100;35,00;Personas humanas Monotributistas;2,00;125,30;Fija;180,63;848,20;Todo el territorio nacional;EXISTEN BONIFICACIONES POR TIPO DE SERVICIO DE CUENTAS
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMO COMAFI CLASICO;PRESTAMO COMAFI CLASICO;Pesos;800000;1500;60;10000;6;100;35,00;Clientes con cuenta en la entidad;2,00;125,30;Fija;180,63;848,20;Todo el territorio nacional;EXISTEN BONIFICACIONES POR TIPO DE SERVICIO DE CUENTAS
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMOS PERSONALES PARA CLIENTES EXISTENTES SIN PAQUETES;PRESTAMOS PERSONALES PARA;Pesos;400000;4000;60;4000;12;100;30,00;Personas humanas Responsables Inscriptos;5,00;200,07;Fija;273,41;1147,91;Todo el territorio nacional;EXISTEN TASAS PREFERENCIALES SEGUN EL PERFIL CREDITICIO
299;BANCO COMAFI SOCIEDAD ANONIMA;2019-12-12;PRESTAMOS PERSONALES PARA CLIENTES EXISTENTES SIN PAQUETES;PRESTAMOS PERSONALES PARA;Pesos;400000;4000;60;4000;12;100;30,00;Personas humanas Monotributistas;5,00;200,07;Fija;273,41;1147,91;Todo el territorio nacional;EXISTEN TASAS PREFERENCIALES SEGUN EL PERFIL CREDITICIO
301;BANCO PIANO S.A.;2019-12-02;PRESTAMO PERSONAL JUBILADOS;PE JUBILADOS;Pesos;296000;1000;48;2000;0;86;60,00;Beneficiarios de cuentas de la seguridad social;3,00;149,61;Fija;196,03;967,12;Ciudad Autónoma de Buenos Aires;
301;BANCO PIANO S.A.;2019-12-02;PRESTAMO PERSONAL JUBILADOS;PE JUBILADOS;Pesos;296000;1000;48;2000;0;86;60,00;Beneficiarios de cuentas de la seguridad social;3,00;149,61;Fija;196,03;962,14;Provincia de Santa Fe;
301;BANCO PIANO S.A.;2019-12-02;PRESTAMO PERSONAL JUBILADOS;PE JUBILADOS;Pesos;296000;1000;48;2000;0;86;60,00;Beneficiarios de cuentas de la seguridad social;3,00;149,61;Fija;196,03;969,04;Provincia de Buenos Aires;
303;BANCO FINANSUR S.A.;2017-06-08;CREDITO PERSONAL;PERSONALES;Pesos;100000;2500;48;5500;0;89;45,00;Beneficiarios de cuentas de la seguridad social;,00;93,80;Fija;122,31;732,35;Todo el territorio nacional;
305;BANCO JULIO SOCIEDAD ANONIMA;2019-07-31;PRESTAMO PERSONAL;PRESTAMO PERSONAL;Pesos;150000;1000;36;5000;12;70;50,00;Clientes con cuenta en la entidad;,00;103,18;Fija;134,60;809,95;Provincia de Córdoba;
305;BANCO JULIO SOCIEDAD ANONIMA;2019-07-31;PRESTAMO PERSONAL;PRESTAMO PERSONAL;Pesos;150000;1000;36;5000;12;70;50,00;Clientes con cuenta en la entidad;,00;103,18;Fija;134,60;809,95;Ciudad Autónoma de Buenos Aires;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;60;0;6;75;30,00;Empleados públicos;,00;48,23;Fija;60,74;453,16;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;72;0;6;75;30,00;Empleados públicos;,00;69,61;Fija;88,98;557,58;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;72;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;55,56;Fija;70,35;476,88;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;72;0;6;75;30,00;Empleados públicos;,00;77,92;Fija;100,12;603,43;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;60;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;55,56;Fija;70,35;494,86;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;72;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;61,67;Fija;78,41;512,51;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;72;0;6;75;30,00;Empleados públicos;,00;61,67;Fija;78,41;512,51;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;72;0;6;75;30,00;Empleados públicos;,00;61,67;Fija;78,41;512,51;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;72;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;77,92;Fija;100,12;603,43;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;72;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;69,61;Fija;88,98;557,58;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;72;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;61,67;Fija;78,41;512,51;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;60;0;6;75;30,00;Empleados públicos;,00;55,56;Fija;70,35;494,86;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES ANSES;PP CES HAB ANSES;Pesos;500000;250;60;0;0;81;30,00;Beneficiarios de cuentas de la seguridad social;,00;48,23;Fija;60,74;453,16;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2019-10-08;PRESTAMO PERSONAL CON CESION DE HABERES;PP CES HAB;Pesos;500000;250;72;0;6;75;30,00;Empleados públicos;,00;55,56;Fija;70,35;476,88;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2019-12-04;PRESTAMOS DEL SOL;PMO.DEL.SOL;Pesos;1000000;20000;72;15000;6;70;35,00;Todos los beneficiarios;3,00;136,07;Fija;185,71;1444,00;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2019-12-04;PRESTAMO EN PESOS AMORTIZABLE EN CUOTAS A TASA DE INTERES FIJA;PMO.AMORT.CTAS.TASA FIJA;Pesos;200000;0;48;0;12;65;30,00;Empleados públicos;,00;198,74;Fija;198,74;1193,65;Todo el territorio nacional;
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES SIN GARANTIA DESTINADOS A COMPRA AUTOMOTORES.NO COMPRENDIDOS EN EL DTO. 204200;4121 PREST SOLA FIRMA;Pesos;1000000;1;60;1;12;85;50,00;Clientes con cuenta en la entidad;2,00;46,78;Fija;58,86;444,70;Provincia del Chaco;PARA ADQUISICION AUTOS EN CONCESIONARIAS ADHERIDAS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS A BANCARIZADOS, PRIVADOS Y MUNICIPALES;110 PREST PERSONALES;Pesos;1000000;1;60;1;12;85;60,00;Clientes que acrediten sueldos en la entidad;2,00;84,77;Variable;109,37;652,77;Provincia del Chaco;BADLAR MAS 1700 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMO PERSONAL CONSOLIDACION DE DEUDAS RES. 0448 MINISTERIO DE ECONOMIA;126 CONSOLIDACION DEUDAS;Pesos;1000000;1;120;1;1;85;50,00;Empleados públicos;2,00;88,31;Variable;114,19;647,38;Provincia del Chaco;BADLAR MAS 1900 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES BANCARIZADOS;115 117 PRES PERS BANCARI;Pesos;1000000;1;60;1;12;85;50,00;Empleados públicos;2,00;84,77;Variable;109,37;652,77;Provincia del Chaco;BADLAR MAS 1700 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES PARA CONSOLIDACION;116CONS.DEUDA TASA FIJA;Pesos;1000000;1;60;1;12;85;50,00;Clientes con cuenta en la entidad;2,00;55,55;Fija;70,32;494,72;Provincia del Chaco;
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PREST.PARA PERSONAL DE CASAS PARTICULARES;108-2 PERS.CASAS PARTIC.;Pesos;10000;1;12;1;12;85;20,00;Clientes que acrediten sueldos en la entidad;2,00;84,77;Variable;109,37;1248,28;Provincia del Chaco;BADLAR  1700 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES BENEFICIARIOS NACIONALES;114 BENEFICIARIOS ANSES;Pesos;50000;1;36;1;1;85;40,00;Beneficiarios de cuentas de la seguridad social;2,00;84,77;Variable;109,37;726,89;Provincia del Chaco;BADLAR MAS 1700 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS A PROFESIONALES DE LA SALUD BANCARIZADOS;113 PROF SALUD BANCARIZ;Pesos;1000000;1;60;1;12;85;50,00;Clientes con cuenta en la entidad;2,00;84,77;Variable;109,37;652,77;Provincia del Chaco;BADLAR MAS 1700 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES;1171 PREST PERSONALES;Pesos;1000000;1;24;1;12;85;50,00;Empleados públicos;2,00;76,19;Fija;97,79;808,49;Provincia del Chaco;SIN CANCELACION ANTICIPADA
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PROF DE SALUD BANCARIZADOS;1131 PROF NO BANCARIZADOS;Pesos;1000000;1;60;1;12;85;50,00;Clientes con cuenta en la entidad;2,00;72,85;Variable;93,29;590,01;Provincia del Chaco;BADLAR MAS 1000 PUNTOS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS PERSONALES SIN GARANTIAPRENDARIA DESTINADOS A COMPRA DE AUTOMOTORES.BANCARIZADOS;4111 PREST SOLA FIRMA;Pesos;1000000;1;60;1;1;85;50,00;Empleados públicos;2,00;46,78;Fija;58,86;444,70;Provincia del Chaco;PARA ADIQUISICION AUTOS EN CONCESIONARIAS ADHERIDAS
311;NUEVO BANCO DEL CHACO S. A.;2019-12-09;PRESTAMOS A PROFESIONALES NO BANCARIZADOS;108 PROFESIONALES NO BANC;Pesos;1000000;1;60;1;12;85;30,00;Clientes con cuenta en la entidad;2,00;84,77;Variable;109,37;652,77;Provincia del Chaco;BADLAR MAS 1700 PUNTOS
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;6;65;30,00;Empleados públicos;5,00;218,09;Fija;208,03;1240,00;Provincia de Mendoza;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;1;82;30,00;Beneficiarios de cuentas de la seguridad social;5,00;218,09;Fija;208,03;1240,00;Ciudad Autónoma de Buenos Aires;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;1;82;30,00;Beneficiarios de cuentas de la seguridad social;5,00;218,09;Fija;208,03;1240,00;Provincia de Santa Fe;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;6;65;30,00;Empleados públicos;5,00;218,09;Fija;208,03;1240,00;Provincia de Santa Fe;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;1;82;30,00;Beneficiarios de cuentas de la seguridad social;5,00;218,09;Fija;208,03;1240,00;Provincia de Mendoza;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;1;82;30,00;Beneficiarios de cuentas de la seguridad social;5,00;218,09;Fija;208,03;1240,00;Provincia de Entre Ríos;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;6;65;30,00;Empleados públicos;5,00;218,09;Fija;208,03;1240,00;Ciudad Autónoma de Buenos Aires;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;1;82;30,00;Beneficiarios de cuentas de la seguridad social;5,00;218,09;Fija;208,03;1240,00;Provincia de Misiones;
312;BANCO VOII S.A.;2019-08-16;PRESTAMO PERSONAL EN PESOS;PRESTAMO PERSONAL PESOS;Pesos;250000;1000;48;0;6;65;30,00;Empleados públicos;5,00;218,09;Fija;208,03;1240,00;Provincia de Entre Ríos;
